policyID,statecode,county,Insu_Amount,Claimed,Allignment,Policy Join Date,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
442624,FL,MIAMI DADE COUNTY,1000000,9456,Type-10,6/6/2012,25.851656,-80.370712,Commercial,Reinforced Concrete,3,
919678,FL,MIAMI DADE COUNTY,2000000,1037,Type-9,12/29/2016,25.851656,-80.370712,Commercial,Reinforced Masonry,3,
492843,FL,MIAMI DADE COUNTY,1000000,8070,Type-10,10/27/2020,25.851656,-80.370712,Residential,Wood,3,
864023,FL,MIAMI DADE COUNTY,2000000,8890,Type-9,6/4/2012,25.86335,-80.34517,Commercial,Reinforced Masonry,1,
764616,FL,MIAMI DADE COUNTY,1000000,9952,Type-10,12/11/2019,25.80878,-80.33613,Commercial,Reinforced Concrete,1,
644707,FL,MIAMI DADE COUNTY,2000000,1628,Type-9,7/30/2010,25.808891,-80.33744,Commercial,Reinforced Concrete,1,
182169,FL,MIAMI DADE COUNTY,1000000,9485,Type-10,10/1/2011,25.80878,-80.33613,Residential,Wood,1,
445353,FL,MIAMI DADE COUNTY,2000000,1312,Type-9,12/6/2018,25.87199,-80.35378,Residential,Masonry,1,
533901,FL,MIAMI DADE COUNTY,1000000,3647,Type-10,11/10/2020,25.82605,-80.391418,Residential,Masonry,3,
280667,FL,MIAMI DADE COUNTY,2000000,3884,Type-9,7/31/2017,25.82279,-80.36313,Residential,Wood,1,
608278,FL,MIAMI DADE COUNTY,1000000,3753,Type-10,7/23/2013,25.82279,-80.36313,Residential,Wood,1,
212313,FL,MIAMI DADE COUNTY,2000000,2950,Type-9,12/4/2018,25.82279,-80.36313,Residential,Wood,1,
560812,FL,MIAMI DADE COUNTY,1000000,3063,Type-10,6/8/2019,25.82279,-80.36313,Residential,Wood,1,
319524,FL,MIAMI DADE COUNTY,2000000,5516,Type-9,2/24/2014,25.82279,-80.36313,Residential,Wood,1,
377728,FL,MIAMI DADE COUNTY,1000000,9395,Type-10,6/14/2018,25.82279,-80.36313,Residential,Wood,1,
433421,FL,MIAMI DADE COUNTY,2000000,4360,Type-9,2/20/2014,25.82279,-80.36313,Residential,Wood,1,
380926,FL,MIAMI DADE COUNTY,1000000,8164,Type-10,3/28/2012,25.826292,-80.384148,Residential,Masonry,1,
745909,FL,MIAMI DADE COUNTY,2000000,4967,Type-9,1/30/2013,25.826292,-80.384148,Residential,Wood,1,
281564,FL,MIAMI DADE COUNTY,1000000,8589,Type-10,7/19/2011,25.826292,-80.384148,Residential,Wood,1,
509440,FL,MIAMI DADE COUNTY,2000000,6487,Type-9,4/26/2012,25.826292,-80.384148,Residential,Wood,1,
711783,FL,MIAMI DADE COUNTY,1000000,1507,Type-10,12/30/2015,25.826292,-80.384148,Residential,Wood,1,
107631,FL,MIAMI DADE COUNTY,2000000,4217,Type-9,9/28/2013,25.826292,-80.384148,Residential,Wood,1,
654226,FL,MIAMI DADE COUNTY,1000000,4170,Type-10,7/23/2017,25.826292,-80.384148,Residential,Wood,1,
391725,FL,MIAMI DADE COUNTY,2000000,4695,Type-9,10/12/2018,25.826292,-80.384148,Residential,Wood,1,
654079,FL,MIAMI DADE COUNTY,1000000,2655,Type-10,8/14/2017,25.826292,-80.384148,Residential,Wood,1,
244261,FL,MIAMI DADE COUNTY,2000000,2296,Type-9,3/4/2017,25.826292,-80.384148,Residential,Wood,1,
478965,FL,MIAMI DADE COUNTY,1000000,1025,Type-10,2/1/2018,25.826292,-80.384148,Residential,Wood,1,
597526,FL,MIAMI DADE COUNTY,2000000,7188,Type-9,10/18/2011,25.81108,-80.36856,Residential,Masonry,1,
469153,FL,MIAMI DADE COUNTY,1000000,3278,Type-10,5/4/2019,25.936635,-80.42849,Residential,Wood,4,
442695,FL,MIAMI DADE COUNTY,2000000,8527,Type-9,9/22/2015,25.826183,-80.352478,Residential,Masonry,1,
340053,FL,MIAMI DADE COUNTY,1000000,3474,Type-10,12/18/2018,25.826183,-80.352478,Residential,Wood,1,
918871,FL,MIAMI DADE COUNTY,2000000,8558,Type-9,12/7/2018,25.826183,-80.352478,Residential,Wood,1,
150027,FL,MIAMI DADE COUNTY,1000000,5406,Type-10,10/18/2018,25.81151,-80.348808,Commercial,Reinforced Concrete,3,
955740,FL,MIAMI DADE COUNTY,2000000,3609,Type-9,3/16/2012,25.81151,-80.348808,Commercial,Reinforced Masonry,3,
485705,FL,MIAMI DADE COUNTY,1000000,5869,Type-10,9/21/2012,25.81151,-80.348808,Residential,Masonry,3,
630369,FL,MIAMI DADE COUNTY,2000000,1266,Type-9,10/9/2012,25.8328,-80.371,Residential,Masonry,3,
984498,FL,MIAMI DADE COUNTY,1000000,3529,Type-10,10/22/2010,25.94525,-80.435989,Residential,Wood,4,
646245,FL,MIAMI DADE COUNTY,2000000,6734,Type-9,4/25/2011,25.94525,-80.435989,Residential,Wood,4,
684319,FL,MIAMI DADE COUNTY,1000000,7542,Type-10,2/2/2012,25.80978,-80.41821,Commercial,Steel Frame,1,
100759,FL,MIAMI DADE COUNTY,2000000,6789,Type-9,10/27/2013,25.826208,-80.341949,Residential,Masonry,1,
133116,FL,MIAMI DADE COUNTY,1000000,8827,Type-10,2/6/2011,25.83354,-80.34611,Residential,Wood,1,
854461,FL,MIAMI DADE COUNTY,2000000,9674,Type-9,11/23/2016,25.83354,-80.34611,Residential,Wood,1,
944777,FL,MIAMI DADE COUNTY,1000000,1304,Type-10,4/1/2010,25.83354,-80.34611,Residential,Masonry,1,
117747,FL,MIAMI DADE COUNTY,2000000,6196,Type-9,3/13/2018,25.866775,-80.379725,Commercial,Reinforced Concrete,3,
346535,FL,MIAMI DADE COUNTY,1000000,9040,Type-10,9/25/2018,25.82776,-80.37457,Residential,Masonry,1,
654106,FL,MIAMI DADE COUNTY,2000000,3841,Type-9,7/14/2020,25.809805,-80.363342,Residential,Masonry,1,
752202,FL,MIAMI DADE COUNTY,1000000,7356,Type-10,11/21/2015,25.818897,-80.372406,Commercial,Reinforced Concrete,1,
883588,FL,MIAMI DADE COUNTY,2000000,2597,Type-9,3/26/2018,25.839225,-80.37307,Residential,Wood,3,
323253,FL,MIAMI DADE COUNTY,1000000,1620,Type-10,4/5/2014,25.84096,-80.37098,Residential,Wood,3,
127298,FL,MIAMI DADE COUNTY,2000000,6857,Type-9,12/24/2018,25.857955,-80.34089,Residential,Wood,3,
791803,FL,MIAMI DADE COUNTY,1000000,5173,Type-10,12/30/2018,25.8328,-80.371,Residential,Wood,4,
567238,FL,MIAMI DADE COUNTY,2000000,1540,Type-9,3/28/2017,25.869715,-80.34713,Residential,Wood,3,
680119,FL,MIAMI DADE COUNTY,1000000,3340,Type-10,11/2/2012,25.8328,-80.371,Residential,Wood,3,
590575,FL,MIAMI DADE COUNTY,2000000,7115,Type-9,12/24/2014,25.8328,-80.371,Residential,Wood,3,
581093,FL,MIAMI DADE COUNTY,1000000,4933,Type-10,4/21/2016,25.878515,-80.35699,Residential,Masonry,3,
620367,FL,MIAMI DADE COUNTY,2000000,5874,Type-9,12/31/2016,25.846,-80.373115,Residential,Masonry,3,
658528,FL,MIAMI DADE COUNTY,1000000,4691,Type-10,2/16/2016,25.81538,-80.34145,Commercial,Steel Frame,1,
352327,FL,MIAMI DADE COUNTY,2000000,2700,Type-9,8/28/2010,25.81219,-80.34706,Commercial,Reinforced Concrete,3,
368636,FL,MIAMI DADE COUNTY,1000000,2691,Type-10,9/29/2013,25.81219,-80.34706,Commercial,Reinforced Concrete,3,
626746,FL,MIAMI DADE COUNTY,2000000,6623,Type-9,9/15/2016,25.81538,-80.34145,Commercial,Reinforced Masonry,1,
943979,FL,MIAMI DADE COUNTY,1000000,5132,Type-10,1/20/2019,25.81219,-80.34706,Commercial,Reinforced Masonry,3,
957289,FL,MIAMI DADE COUNTY,2000000,7309,Type-9,7/19/2020,25.81219,-80.34706,Residential,Wood,3,
424838,FL,MIAMI DADE COUNTY,1000000,8508,Type-10,11/1/2012,25.80484,-80.36817,Commercial,Reinforced Masonry,3,
782384,FL,MIAMI DADE COUNTY,2000000,2621,Type-9,3/2/2016,25.86268,-80.3804,Residential,Wood,1,
479742,FL,MIAMI DADE COUNTY,1000000,5613,Type-10,11/18/2017,25.81711,-80.370346,Commercial,Reinforced Concrete,1,
846191,FL,MIAMI DADE COUNTY,2000000,2911,Type-9,3/1/2011,25.815331,-80.381645,Commercial,Reinforced Concrete,1,
920397,FL,MIAMI DADE COUNTY,1000000,7437,Type-10,7/12/2012,25.80607,-80.3673,Commercial,Reinforced Concrete,3,
267022,FL,MIAMI DADE COUNTY,2000000,7581,Type-9,3/11/2011,25.864225,-80.342422,Commercial,Reinforced Masonry,1,
968556,FL,MIAMI DADE COUNTY,1000000,5288,Type-10,8/29/2020,25.854,-80.382935,Residential,Wood,3,
368303,FL,MIAMI DADE COUNTY,2000000,1495,Type-9,6/15/2014,25.854,-80.382935,Residential,Wood,3,
618472,FL,MIAMI DADE COUNTY,1000000,6700,Type-10,4/6/2010,25.81021,-80.38231,Residential,Masonry,1,
540214,FL,MIAMI DADE COUNTY,2000000,8970,Type-9,9/17/2017,25.804779,-80.353561,Residential,Wood,1,
560761,FL,MIAMI DADE COUNTY,1000000,6445,Type-10,12/1/2020,25.945007,-80.192001,Commercial,Reinforced Masonry,1,
482490,FL,MIAMI DADE COUNTY,2000000,7292,Type-9,2/12/2017,25.945695,-80.168827,Residential,Masonry,3,
111431,FL,MIAMI DADE COUNTY,1000000,3682,Type-10,7/4/2013,25.950043,-80.199799,Residential,Masonry,1,
214664,FL,MIAMI DADE COUNTY,2000000,5936,Type-9,3/15/2011,25.950043,-80.199799,Residential,Masonry,1,
295528,FL,MIAMI DADE COUNTY,1000000,7969,Type-10,8/8/2011,25.950043,-80.199799,Commercial,Reinforced Masonry,1,
298541,FL,MIAMI DADE COUNTY,2000000,6893,Type-9,12/29/2013,25.96653,-80.19938,Commercial,Reinforced Masonry,1,
611864,FL,MIAMI DADE COUNTY,1000000,1749,Type-10,2/23/2015,25.96653,-80.19938,Commercial,Reinforced Masonry,1,
834962,FL,MIAMI DADE COUNTY,2000000,4864,Type-9,2/1/2018,25.96653,-80.19938,Commercial,Reinforced Masonry,1,
948254,FL,MIAMI DADE COUNTY,1000000,8352,Type-10,10/31/2014,25.96653,-80.19938,Residential,Wood,1,
300468,FL,MIAMI DADE COUNTY,2000000,4346,Type-9,9/10/2018,25.973347,-80.174561,Commercial,Reinforced Concrete,1,
254174,FL,MIAMI DADE COUNTY,1000000,5816,Type-10,10/12/2016,25.973347,-80.174561,Commercial,Reinforced Concrete,1,
796315,FL,MIAMI DADE COUNTY,2000000,8988,Type-9,8/10/2017,25.973347,-80.174561,Residential,Wood,1,
129227,FL,MIAMI DADE COUNTY,1000000,5735,Type-10,7/4/2013,25.973347,-80.174561,Residential,Wood,1,
994436,FL,MIAMI DADE COUNTY,2000000,5394,Type-9,2/18/2014,25.973347,-80.174561,Residential,Wood,1,
266205,FL,MIAMI DADE COUNTY,1000000,9317,Type-10,2/16/2015,25.968006,-80.174248,Residential,Masonry,3,
296009,FL,MIAMI DADE COUNTY,2000000,8130,Type-9,5/25/2011,25.968006,-80.174248,Residential,Masonry,3,
211779,FL,MIAMI DADE COUNTY,1000000,3128,Type-10,10/16/2011,25.968006,-80.174248,Residential,Masonry,3,
657279,FL,MIAMI DADE COUNTY,2000000,2424,Type-9,5/11/2011,25.968006,-80.174248,Residential,Masonry,3,
681235,FL,MIAMI DADE COUNTY,1000000,7159,Type-10,3/13/2016,25.968006,-80.174248,Residential,Masonry,3,
831617,FL,MIAMI DADE COUNTY,2000000,4048,Type-9,6/23/2016,25.968006,-80.174248,Residential,Wood,3,
978299,FL,MIAMI DADE COUNTY,1000000,3173,Type-10,6/8/2017,25.968006,-80.174248,Commercial,Reinforced Masonry,3,
627615,FL,MIAMI DADE COUNTY,2000000,6496,Type-9,7/26/2017,25.968006,-80.174248,Residential,Wood,3,
658183,FL,MIAMI DADE COUNTY,1000000,4352,Type-10,6/1/2018,25.968006,-80.174248,Residential,Masonry,3,
892934,FL,MIAMI DADE COUNTY,2000000,1772,Type-9,9/27/2014,25.96589,-80.16907,Commercial,Reinforced Masonry,1,
382685,FL,MIAMI DADE COUNTY,1000000,2322,Type-10,10/24/2014,25.973196,-80.193245,Commercial,Reinforced Concrete,1,
758820,FL,MIAMI DADE COUNTY,2000000,8743,Type-9,6/29/2014,25.94371,-80.19403,Residential,Masonry,1,
194549,FL,MIAMI DADE COUNTY,1000000,7937,Type-10,11/24/2020,25.94371,-80.19403,Residential,Masonry,1,
355277,FL,MIAMI DADE COUNTY,2000000,6680,Type-9,11/28/2014,25.96134,-80.18609,Residential,Masonry,1,
151910,FL,MIAMI DADE COUNTY,1000000,7031,Type-10,12/21/2018,25.94776,-80.1879,Residential,Masonry,1,
334120,FL,MIAMI DADE COUNTY,2000000,8403,Type-9,12/18/2016,25.96832,-80.170335,Residential,Masonry,3,
316661,FL,MIAMI DADE COUNTY,1000000,3205,Type-10,8/4/2015,25.96832,-80.170335,Residential,Wood,3,
101611,FL,MIAMI DADE COUNTY,2000000,6782,Type-9,2/18/2013,25.96832,-80.170335,Residential,Wood,3,
872840,FL,MIAMI DADE COUNTY,1000000,3275,Type-10,11/26/2020,25.96472,-80.174606,Residential,Wood,1,
638453,FL,MIAMI DADE COUNTY,2000000,1113,Type-9,11/9/2011,25.9586,-80.1777,Residential,Wood,3,
460646,FL,MIAMI DADE COUNTY,1000000,1856,Type-10,6/18/2018,25.969252,-80.161667,Residential,Wood,1,
413754,FL,MIAMI DADE COUNTY,2000000,3893,Type-9,9/8/2017,25.95963,-80.15917,Residential,Wood,1,
409453,FL,MIAMI DADE COUNTY,1000000,6302,Type-10,11/7/2014,25.945925,-80.164902,Commercial,Reinforced Masonry,1,
321606,FL,MIAMI DADE COUNTY,2000000,2034,Type-9,4/7/2016,25.94637,-80.19118,Residential,Wood,1,
640658,FL,MIAMI DADE COUNTY,1000000,8963,Type-10,4/6/2020,25.951305,-80.146599,Commercial,Reinforced Concrete,3,
338576,FL,MIAMI DADE COUNTY,2000000,3937,Type-9,3/3/2012,25.957157,-80.132324,Residential,Masonry,1,
715060,FL,MIAMI DADE COUNTY,1000000,9505,Type-10,8/28/2017,25.957157,-80.132324,Residential,Masonry,1,
450516,FL,MIAMI DADE COUNTY,2000000,2993,Type-9,5/7/2016,25.957157,-80.132324,Residential,Masonry,1,
841825,FL,MIAMI DADE COUNTY,1000000,9096,Type-10,7/22/2014,25.957157,-80.132324,Residential,Masonry,1,
818948,FL,MIAMI DADE COUNTY,2000000,2611,Type-9,12/30/2014,25.957157,-80.132324,Residential,Masonry,1,
106568,FL,MIAMI DADE COUNTY,1000000,4283,Type-10,2/12/2011,25.957157,-80.132324,Residential,Masonry,1,
852706,FL,MIAMI DADE COUNTY,2000000,1793,Type-9,7/27/2019,25.957157,-80.132324,Residential,Masonry,1,
208503,FL,MIAMI DADE COUNTY,1000000,3805,Type-10,3/28/2013,25.957157,-80.132324,Residential,Masonry,1,
855892,FL,MIAMI DADE COUNTY,2000000,1455,Type-9,3/22/2014,25.957157,-80.132324,Residential,Masonry,1,
678450,FL,MIAMI DADE COUNTY,1000000,7549,Type-10,4/6/2019,25.9512,-80.15534,Residential,Masonry,1,
973206,FL,MIAMI DADE COUNTY,2000000,4497,Type-9,11/22/2014,25.970488,-80.149933,Residential,Masonry,1,
160027,FL,MIAMI DADE COUNTY,1000000,2182,Type-10,3/19/2010,25.951914,-80.142754,Residential,Masonry,1,
407326,FL,MIAMI DADE COUNTY,2000000,3255,Type-9,6/30/2014,25.966152,-80.128853,Residential,Masonry,1,
431695,FL,MIAMI DADE COUNTY,1000000,3965,Type-10,4/1/2011,25.949598,-80.135315,Residential,Wood,1,
305190,FL,MIAMI DADE COUNTY,2000000,2922,Type-9,2/16/2012,25.949429,-80.13797,Commercial,Reinforced Masonry,1,
645338,FL,MIAMI DADE COUNTY,1000000,8431,Type-10,5/11/2011,25.949612,-80.135162,Commercial,Reinforced Masonry,1,
508457,FL,MIAMI DADE COUNTY,2000000,1691,Type-9,9/25/2010,25.951836,-80.138504,Residential,Wood,3,
560939,FL,MIAMI DADE COUNTY,1000000,2824,Type-10,8/19/2016,25.9604,-80.1423,Residential,Wood,3,
235825,FL,MIAMI DADE COUNTY,2000000,1782,Type-9,9/4/2012,25.951332,-80.138268,Residential,Wood,1,
537335,FL,MIAMI DADE COUNTY,1000000,1694,Type-10,4/6/2015,25.959839,-80.146889,Residential,Masonry,3,
777800,FL,MIAMI DADE COUNTY,2000000,2572,Type-9,10/21/2019,25.969292,-80.146606,Residential,Masonry,1,
650259,FL,MIAMI DADE COUNTY,1000000,4509,Type-10,6/24/2018,25.96888,-80.144585,Residential,Masonry,1,
286349,FL,MIAMI DADE COUNTY,2000000,1990,Type-9,9/3/2015,25.971077,-80.14357,Residential,Masonry,1,
977361,FL,MIAMI DADE COUNTY,1000000,3903,Type-10,3/8/2011,25.97245,-80.142754,Commercial,Reinforced Concrete,1,
903751,FL,MIAMI DADE COUNTY,2000000,6208,Type-9,10/5/2019,25.960936,-80.142799,Residential,Masonry,1,
103907,FL,MIAMI DADE COUNTY,1000000,7589,Type-10,4/18/2013,25.952621,-80.156654,Residential,Wood,1,
289751,FL,MIAMI DADE COUNTY,2000000,2807,Type-9,12/5/2013,25.958939,-80.155296,Residential,Wood,1,
295566,FL,MIAMI DADE COUNTY,1000000,2664,Type-10,9/26/2017,25.96903,-80.15033,Residential,Wood,1,
680934,FL,MIAMI DADE COUNTY,2000000,9765,Type-9,11/4/2013,25.9605,-80.14012,Commercial,Reinforced Masonry,1,
474093,FL,MIAMI DADE COUNTY,1000000,5227,Type-10,12/11/2010,25.961332,-80.142555,Commercial,Reinforced Masonry,1,
152582,FL,MIAMI DADE COUNTY,2000000,8907,Type-9,6/19/2010,25.972097,-80.124619,Commercial,Reinforced Masonry,1,
943965,FL,MIAMI DADE COUNTY,1000000,5904,Type-10,7/1/2013,25.947489,-80.146812,Commercial,Reinforced Masonry,3,
435662,FL,MIAMI DADE COUNTY,2000000,4297,Type-9,1/13/2010,25.94895,-80.1382,Residential,Masonry,1,
218227,FL,MIAMI DADE COUNTY,1000000,3154,Type-10,7/25/2016,25.9604,-80.1423,Residential,Masonry,1,
873064,FL,MIAMI DADE COUNTY,2000000,7889,Type-9,12/24/2016,25.963749,-80.139587,Residential,Masonry,3,
853474,FL,MIAMI DADE COUNTY,1000000,7365,Type-10,5/15/2020,25.956007,-80.146763,Commercial,Steel Frame,3,
824363,FL,MIAMI DADE COUNTY,2000000,1049,Type-9,5/16/2020,25.956007,-80.146763,Commercial,Steel Frame,3,
459738,FL,MIAMI DADE COUNTY,1000000,9277,Type-10,5/24/2017,25.955816,-80.146767,Commercial,Reinforced Concrete,3,
154086,FL,MIAMI DADE COUNTY,2000000,4264,Type-9,9/9/2016,25.952246,-80.14431,Commercial,Reinforced Concrete,1,
380415,FL,MIAMI DADE COUNTY,1000000,7680,Type-10,12/14/2011,25.951286,-80.138641,Commercial,Reinforced Concrete,1,
539319,FL,MIAMI DADE COUNTY,2000000,5383,Type-9,6/14/2010,25.957041,-80.127045,Residential,Masonry,1,
800343,FL,MIAMI DADE COUNTY,1000000,4096,Type-10,3/26/2011,25.912667,-80.160375,Commercial,Reinforced Masonry,1,
959988,FL,MIAMI DADE COUNTY,2000000,6326,Type-9,1/14/2013,25.911858,-80.160335,Commercial,Reinforced Masonry,1,
416129,FL,MIAMI DADE COUNTY,1000000,5184,Type-10,9/6/2010,25.913011,-80.159318,Residential,Masonry,1,
433129,FL,MIAMI DADE COUNTY,2000000,4809,Type-9,7/7/2015,25.912729,-80.159299,Commercial,Reinforced Masonry,1,
309431,FL,MIAMI DADE COUNTY,1000000,2878,Type-10,9/22/2017,25.912326,-80.159278,Residential,Masonry,1,
344452,FL,MIAMI DADE COUNTY,2000000,5469,Type-9,7/28/2019,25.91372,-80.16078,Residential,Wood,1,
698234,FL,MIAMI DADE COUNTY,1000000,8974,Type-10,10/9/2014,25.911556,-80.14505,Commercial,Reinforced Masonry,4,
942079,FL,MIAMI DADE COUNTY,2000000,2901,Type-9,8/14/2010,25.911556,-80.14505,Residential,Masonry,4,
899091,FL,MIAMI DADE COUNTY,1000000,8741,Type-10,3/19/2012,25.905664,-80.166054,Residential,Masonry,1,
482967,FL,MIAMI DADE COUNTY,2000000,7540,Type-9,8/7/2017,25.905664,-80.166054,Residential,Masonry,1,
688511,FL,MIAMI DADE COUNTY,1000000,6778,Type-10,12/24/2019,25.905664,-80.166054,Residential,Wood,1,
750660,FL,MIAMI DADE COUNTY,2000000,3311,Type-9,6/25/2017,25.905664,-80.166054,Residential,Wood,1,
134084,FL,MIAMI DADE COUNTY,1000000,5695,Type-10,5/5/2010,25.905664,-80.166054,Residential,Wood,1,
177463,FL,MIAMI DADE COUNTY,2000000,6544,Type-9,1/21/2017,25.905664,-80.166054,Residential,Wood,1,
123323,FL,MIAMI DADE COUNTY,1000000,9112,Type-10,12/15/2011,25.905664,-80.166054,Residential,Wood,1,
436442,FL,MIAMI DADE COUNTY,2000000,3926,Type-9,8/10/2018,25.951653,-80.215988,Commercial,Reinforced Masonry,3,
223292,FL,MIAMI DADE COUNTY,1000000,4949,Type-10,1/15/2016,25.951653,-80.215988,Commercial,Reinforced Masonry,3,
573830,FL,MIAMI DADE COUNTY,2000000,3864,Type-9,3/18/2010,25.951653,-80.215988,Residential,Wood,3,
719056,FL,MIAMI DADE COUNTY,1000000,7176,Type-10,11/3/2010,25.887516,-80.164185,Residential,Masonry,1,
914247,FL,MIAMI DADE COUNTY,2000000,7490,Type-9,4/22/2017,25.90566,-80.15885,Residential,Wood,4,
538527,FL,MIAMI DADE COUNTY,1000000,3680,Type-10,9/3/2015,25.8991,-80.155,Residential,Wood,3,
485016,FL,MIAMI DADE COUNTY,2000000,5708,Type-9,6/7/2014,25.900326,-80.16272,Residential,Wood,1,
558478,FL,MIAMI DADE COUNTY,1000000,8116,Type-10,1/1/2017,25.900326,-80.16272,Residential,Wood,1,
452984,FL,MIAMI DADE COUNTY,2000000,2077,Type-9,10/12/2015,25.900326,-80.16272,Residential,Masonry,1,
621221,FL,MIAMI DADE COUNTY,1000000,9785,Type-10,5/7/2017,25.906868,-80.161751,Residential,Masonry,1,
998945,FL,MIAMI DADE COUNTY,2000000,4376,Type-9,10/30/2017,25.8991,-80.155,Residential,Wood,1,
100701,FL,MIAMI DADE COUNTY,1000000,6684,Type-10,10/29/2019,25.89029,-80.16262,Residential,Wood,4,
710394,FL,MIAMI DADE COUNTY,2000000,3563,Type-9,8/4/2017,25.899954,-80.161148,Residential,Wood,1,
223251,FL,MIAMI DADE COUNTY,1000000,1822,Type-10,5/26/2013,25.899954,-80.161148,Residential,Wood,1,
127087,FL,MIAMI DADE COUNTY,2000000,6746,Type-9,11/10/2013,25.899954,-80.161148,Residential,Wood,1,
816741,FL,MIAMI DADE COUNTY,1000000,2082,Type-10,3/21/2013,25.899954,-80.161148,Residential,Wood,1,
837819,FL,MIAMI DADE COUNTY,2000000,4337,Type-9,10/29/2012,25.889381,-80.151787,Residential,Wood,1,
203891,FL,MIAMI DADE COUNTY,1000000,2882,Type-10,6/17/2011,25.888425,-80.156615,Residential,Wood,3,
521977,FL,MIAMI DADE COUNTY,2000000,4750,Type-9,5/26/2020,25.882301,-80.166153,Residential,Masonry,1,
785727,FL,MIAMI DADE COUNTY,1000000,1379,Type-10,3/25/2018,25.911766,-80.157036,Commercial,Reinforced Masonry,1,
160817,FL,MIAMI DADE COUNTY,2000000,7080,Type-9,6/25/2015,25.9143,-80.16472,Commercial,Reinforced Masonry,1,
477604,FL,MIAMI DADE COUNTY,1000000,2463,Type-10,11/21/2010,25.9143,-80.16472,Residential,Wood,1,
211518,FL,MIAMI DADE COUNTY,2000000,6047,Type-9,12/27/2017,25.9143,-80.16472,Residential,Wood,1,
228135,FL,MIAMI DADE COUNTY,1000000,6756,Type-10,10/14/2010,25.9143,-80.16472,Residential,Wood,1,
471189,FL,MIAMI DADE COUNTY,2000000,1668,Type-9,11/11/2013,25.9143,-80.16472,Residential,Wood,1,
445824,FL,MIAMI DADE COUNTY,1000000,7996,Type-10,10/31/2019,25.9143,-80.16472,Residential,Wood,1,
625156,FL,MIAMI DADE COUNTY,2000000,8808,Type-9,1/20/2014,25.9143,-80.16472,Residential,Wood,1,
914828,FL,MIAMI DADE COUNTY,1000000,2916,Type-10,7/8/2012,25.9143,-80.16472,Residential,Wood,1,
307375,FL,MIAMI DADE COUNTY,2000000,9396,Type-9,12/13/2010,25.9143,-80.16472,Residential,Wood,1,
147236,FL,MIAMI DADE COUNTY,1000000,5078,Type-10,12/15/2010,25.9143,-80.16472,Residential,Wood,1,
555094,FL,MIAMI DADE COUNTY,2000000,5160,Type-9,4/10/2018,25.9143,-80.16472,Residential,Masonry,1,
118880,FL,MIAMI DADE COUNTY,1000000,9392,Type-10,5/25/2013,25.9143,-80.16472,Residential,Wood,1,
205548,FL,MIAMI DADE COUNTY,2000000,9475,Type-9,3/11/2017,25.9143,-80.16472,Residential,Wood,1,
873926,FL,MIAMI DADE COUNTY,1000000,9940,Type-10,11/29/2013,25.9143,-80.16472,Residential,Wood,1,
272101,FL,MIAMI DADE COUNTY,2000000,7682,Type-9,2/21/2015,25.9143,-80.16472,Residential,Wood,1,
445338,FL,MIAMI DADE COUNTY,1000000,7204,Type-10,6/26/2020,25.9143,-80.16472,Residential,Wood,1,
187599,FL,MIAMI DADE COUNTY,2000000,1115,Type-9,12/23/2018,25.9143,-80.16472,Residential,Wood,1,
440735,FL,MIAMI DADE COUNTY,1000000,3367,Type-10,1/30/2013,25.9143,-80.16472,Residential,Wood,1,
354031,FL,MIAMI DADE COUNTY,2000000,3964,Type-9,7/3/2015,25.9143,-80.16472,Residential,Wood,1,
583797,FL,MIAMI DADE COUNTY,1000000,6428,Type-10,9/10/2010,25.9143,-80.16472,Residential,Wood,1,
434777,FL,MIAMI DADE COUNTY,2000000,9764,Type-9,10/20/2014,25.9143,-80.16472,Residential,Wood,1,
151118,FL,MIAMI DADE COUNTY,1000000,3926,Type-10,3/18/2014,25.9143,-80.16472,Residential,Wood,1,
940204,FL,MIAMI DADE COUNTY,2000000,4070,Type-9,3/16/2011,25.9143,-80.16472,Residential,Wood,1,
112900,FL,MIAMI DADE COUNTY,1000000,3951,Type-10,3/4/2019,25.9143,-80.16472,Residential,Wood,1,
182898,FL,MIAMI DADE COUNTY,2000000,2593,Type-9,10/22/2015,25.9143,-80.16472,Residential,Wood,1,
150492,FL,MIAMI DADE COUNTY,1000000,4292,Type-10,11/29/2020,25.9143,-80.16472,Residential,Wood,1,
688818,FL,MIAMI DADE COUNTY,2000000,9328,Type-9,8/27/2012,25.9143,-80.16472,Residential,Wood,1,
927024,FL,MIAMI DADE COUNTY,1000000,3786,Type-10,8/13/2012,25.77204,-80.40457,Residential,Masonry,1,
462166,FL,MIAMI DADE COUNTY,2000000,5520,Type-9,2/10/2017,25.77204,-80.40457,Residential,Wood,1,
794632,FL,MIAMI DADE COUNTY,1000000,5746,Type-10,10/31/2013,25.902222,-80.210464,Residential,Wood,3,
221016,FL,MIAMI DADE COUNTY,2000000,6057,Type-9,9/14/2017,25.902222,-80.210464,Residential,Wood,3,
200686,FL,MIAMI DADE COUNTY,1000000,9367,Type-10,4/26/2020,25.902222,-80.210464,Residential,Wood,3,
953134,FL,MIAMI DADE COUNTY,2000000,1849,Type-9,4/13/2013,25.902222,-80.210464,Residential,Wood,3,
147687,FL,MIAMI DADE COUNTY,1000000,7598,Type-10,10/19/2015,25.769861,-80.387109,Commercial,Reinforced Concrete,1,
